7.156800000000e+000,7.178475656972e+000
7.177900000000e+000,7.178768788385e+000
7.170700000000e+000,7.179061919519e+000
7.159600000000e+000,7.179355049992e+000
7.165300000000e+000,7.179648179301e+000
7.186200000000e+000,7.179941306765e+000
7.183800000000e+000,7.180234431593e+000
7.190600000000e+000,7.180527553046e+000
7.203400000000e+000,7.180820670418e+000
7.206600000000e+000,7.181113783075e+000
7.214200000000e+000,7.181406890548e+000
7.207700000000e+000,7.181699992562e+000
7.191800000000e+000,7.181993089121e+000
7.187500000000e+000,7.182286180467e+000
7.184600000000e+000,7.182579266948e+000
7.162000000000e+000,7.182872349016e+000
7.174900000000e+000,7.183165427246e+000
7.197500000000e+000,7.183458502085e+000
7.214400000000e+000,7.183751573955e+000
7.212900000000e+000,7.184044643477e+000
7.215300000000e+000,7.184337711649e+000
7.217300000000e+000,7.184630779783e+000
7.208500000000e+000,7.184923849515e+000
7.202500000000e+000,7.185216922821e+000
7.196800000000e+000,7.185510001874e+000
7.211300000000e+000,7.185803088961e+000
7.194400000000e+000,7.186096186413e+000
7.205900000000e+000,7.186389296851e+000
7.194500000000e+000,7.186682422935e+000
7.204100000000e+000,7.186975567540e+000
7.200600000000e+000,7.187268733586e+000
7.212000000000e+000,7.187561924168e+000
7.218200000000e+000,7.187855142506e+000
7.220800000000e+000,7.188148392091e+000
7.198800000000e+000,7.188441676745e+000
7.200000000000e+000,7.188735000646e+000
7.195400000000e+000,7.189028368140e+000
7.203600000000e+000,7.189321783795e+000
7.199600000000e+000,7.189615252375e+000
7.193200000000e+000,7.189908778893e+000
7.175200000000e+000,7.190202368555e+000
7.158000000000e+000,7.190496026670e+000
7.173800000000e+000,7.190789758439e+000
7.155700000000e+000,7.191083568696e+000
7.171500000000e+000,7.191377461945e+000
7.165700000000e+000,7.191671442103e+000
7.166100000000e+000,7.191965512591e+000
7.169800000000e+000,7.192259676252e+000
7.191200000000e+000,7.192553935345e+000
7.196300000000e+000,7.192848291608e+000
7.183400000000e+000,7.193142746431e+000
7.184400000000e+000,7.193437300821e+000
7.172300000000e+000,7.193731955288e+000
7.165200000000e+000,7.194026709844e+000
7.165500000000e+000,7.194321564058e+000
7.171000000000e+000,7.194616517257e+000
7.193200000000e+000,7.194911568753e+000
7.200400000000e+000,7.195206718025e+000
7.202500000000e+000,7.195501964668e+000
7.207100000000e+000,7.195797308430e+000
7.197300000000e+000,7.196092749342e+000
7.195200000000e+000,7.196388287935e+000
7.182200000000e+000,7.196683925656e+000
7.181800000000e+000,7.196979665270e+000
7.193900000000e+000,7.197275511049e+000
7.208900000000e+000,7.197571468545e+000
7.224500000000e+000,7.197867544245e+000
7.230500000000e+000,7.198163745406e+000
7.237900000000e+000,7.198460080303e+000
7.235700000000e+000,7.198756558185e+000
7.241300000000e+000,7.199053189428e+000
7.240200000000e+000,7.199349984592e+000
7.246600000000e+000,7.199646954316e+000
7.243600000000e+000,7.199944108334e+000
7.239600000000e+000,7.200241455841e+000
7.242900000000e+000,7.200539004468e+000
7.251100000000e+000,7.200836759193e+000
7.257600000000e+000,7.201134722944e+000
7.249700000000e+000,7.201432898415e+000
7.227700000000e+000,7.201731289569e+000
7.229300000000e+000,7.202029900714e+000
7.216000000000e+000,7.202328734266e+000
7.213000000000e+000,7.202627792358e+000
7.206200000000e+000,7.202927076826e+000
7.217300000000e+000,7.203226590396e+000
7.219200000000e+000,7.203526337490e+000
7.201200000000e+000,7.203826325167e+000
7.192000000000e+000,7.204126562871e+000
7.191500000000e+000,7.204427062405e+000
7.187000000000e+000,7.204727838351e+000
7.174200000000e+000,7.205028908104e+000
7.180600000000e+000,7.205330291885e+000
7.170300000000e+000,7.205632013107e+000
7.168400000000e+000,7.205934097672e+000
7.155700000000e+000,7.206236574016e+000
7.171600000000e+000,7.206539472599e+000
7.168700000000e+000,7.206842825404e+000
7.191200000000e+000,7.207146664702e+000
7.193500000000e+000,7.207451022349e+000
7.203500000000e+000,7.207755929577e+000
7.195100000000e+000,7.208061417058e+000
7.188100000000e+000,7.208367515284e+000
7.197900000000e+000,7.208674254276e+000
7.215400000000e+000,7.208981663244e+000
7.217800000000e+000,7.209289771272e+000
7.231100000000e+000,7.209598608553e+000
7.216700000000e+000,7.209908206935e+000
7.206600000000e+000,7.210218600738e+000
7.188400000000e+000,7.210529826354e+000
7.185700000000e+000,7.210841922009e+000
7.193700000000e+000,7.211154927389e+000
7.184700000000e+000,7.211468883771e+000
7.213200000000e+000,7.211783834379e+000
7.208200000000e+000,7.212099824844e+000
7.203500000000e+000,7.212416903840e+000
7.206100000000e+000,7.212735123741e+000
7.209100000000e+000,7.213054541501e+000
7.203500000000e+000,7.213375219485e+000
7.197700000000e+000,7.213697226297e+000
7.183800000000e+000,7.214020637510e+000
7.184200000000e+000,7.214345535885e+000
7.197000000000e+000,7.214672009808e+000
7.197100000000e+000,7.215000151219e+000
7.175900000000e+000,7.215330056296e+000
7.178200000000e+000,7.215661826010e+000
7.154900000000e+000,7.215995558924e+000
7.152600000000e+000,7.216331349411e+000
7.157200000000e+000,7.216669272610e+000
7.156300000000e+000,7.217009377351e+000
7.145500000000e+000,7.217351685664e+000
7.156700000000e+000,7.217696191338e+000
7.156800000000e+000,7.218042853480e+000
7.173700000000e+000,7.218391607244e+000
7.171200000000e+000,7.218742368059e+000
7.189500000000e+000,7.219095046030e+000
7.183600000000e+000,7.219449546762e+000
7.197500000000e+000,7.219805782778e+000
7.196800000000e+000,7.220163670333e+000
7.180100000000e+000,7.220523136764e+000
7.158900000000e+000,7.220884120520e+000
7.157300000000e+000,7.221246563424e+000
7.128800000000e+000,7.221610400642e+000
7.134200000000e+000,7.221975561236e+000
7.139900000000e+000,7.222341956211e+000
7.162000000000e+000,7.222709485315e+000
7.157400000000e+000,7.223078043624e+000
7.171400000000e+000,7.223447532159e+000
7.165200000000e+000,7.223817856305e+000
7.156100000000e+000,7.224188929203e+000
7.167600000000e+000,7.224560669413e+000
7.202200000000e+000,7.224933000088e+000
7.217400000000e+000,7.225305851677e+000
7.210900000000e+000,7.225679164347e+000
7.206200000000e+000,7.226052886536e+000
7.211500000000e+000,7.226426972917e+000
7.217200000000e+000,7.226801383426e+000
7.222700000000e+000,7.227176082735e+000
7.227700000000e+000,7.227551039663e+000
7.219100000000e+000,7.227926226625e+000
7.225100000000e+000,7.228301619184e+000
7.230900000000e+000,7.228677195377e+000
7.241400000000e+000,7.229052935204e+000
7.240200000000e+000,7.229428820135e+000
7.258500000000e+000,7.229804832877e+000
7.251800000000e+000,7.230180956703e+000
7.261900000000e+000,7.230557175892e+000
7.259800000000e+000,7.230933474950e+000
7.259100000000e+000,7.231309838924e+000
7.247500000000e+000,7.231686253088e+000
7.256400000000e+000,7.232062702830e+000
7.256000000000e+000,7.232439173008e+000
7.249800000000e+000,7.232815648687e+000
7.236300000000e+000,7.233192115286e+000
7.242600000000e+000,7.233568558479e+000
7.250700000000e+000,7.233944963966e+000
7.267700000000e+000,7.234321318001e+000
7.260800000000e+000,7.234697607705e+000
7.250800000000e+000,7.235073821301e+000
7.247000000000e+000,7.235449947837e+000
7.250000000000e+000,7.235825977098e+000
7.256300000000e+000,7.236201899681e+000
7.255000000000e+000,7.236577707089e+000
7.246500000000e+000,7.236953391758e+000
7.253700000000e+000,7.237328947048e+000
7.257600000000e+000,7.237704367148e+000
7.259100000000e+000,7.238079646971e+000
7.257100000000e+000,7.238454781998e+000
7.267800000000e+000,7.238829768057e+000
7.269700000000e+000,7.239204600929e+000
7.285100000000e+000,7.239579276248e+000
7.284200000000e+000,7.239953789243e+000
7.284600000000e+000,7.240328135079e+000
7.288600000000e+000,7.240702308757e+000
7.289200000000e+000,7.241076305128e+000
7.292500000000e+000,7.241450119164e+000
7.282900000000e+000,7.241823746156e+000
7.243800000000e+000,7.242197182056e+000
7.245700000000e+000,7.242570423349e+000
7.246700000000e+000,7.242943465982e+000
7.273400000000e+000,7.243316305675e+000
7.284500000000e+000,7.243688937971e+000
7.271400000000e+000,7.244061358937e+000
7.267000000000e+000,7.244433565326e+000
7.279100000000e+000,7.244805554024e+000
7.289700000000e+000,7.245177321841e+000
7.282900000000e+000,7.245548865832e+000
7.283400000000e+000,7.245920183580e+000
7.276300000000e+000,7.246291273048e+000
7.273300000000e+000,7.246662132648e+000
7.245300000000e+000,7.247032761172e+000
7.251400000000e+000,7.247403157807e+000
7.247100000000e+000,7.247773321762e+000
7.243200000000e+000,7.248143252442e+000
7.215400000000e+000,7.248512949381e+000
7.240300000000e+000,7.248882412153e+000
7.250800000000e+000,7.249251639936e+000
7.250700000000e+000,7.249620631769e+000
7.261900000000e+000,7.249989386641e+000
7.261500000000e+000,7.250357903473e+000
7.261400000000e+000,7.250726181280e+000
7.273600000000e+000,7.251094219194e+000
7.252600000000e+000,7.251462016498e+000
7.256200000000e+000,7.251829572838e+000
7.235000000000e+000,7.252196887961e+000
7.237000000000e+000,7.252563961789e+000
7.245700000000e+000,7.252930794059e+000
7.235400000000e+000,7.253297384301e+000
7.235800000000e+000,7.253663731985e+000
7.205000000000e+000,7.254029836309e+000
7.209500000000e+000,7.254395696211e+000
7.215700000000e+000,7.254761309557e+000
7.210400000000e+000,7.255126673177e+000
7.195500000000e+000,7.255491782985e+000
7.206400000000e+000,7.255856633793e+000
7.219900000000e+000,7.256221218839e+000
7.229300000000e+000,7.256585530066e+000
7.231100000000e+000,7.256949558462e+000
7.250800000000e+000,7.257313294250e+000
7.238000000000e+000,7.257676726841e+000
7.212000000000e+000,7.258039845221e+000
7.220200000000e+000,7.258402637499e+000
7.245400000000e+000,7.258765090202e+000
7.240700000000e+000,7.259127188374e+000
7.232500000000e+000,7.259488916012e+000
7.214600000000e+000,7.259850255802e+000
7.238600000000e+000,7.260211188713e+000
7.285100000000e+000,7.260571693123e+000
7.289200000000e+000,7.260931744849e+000
7.283900000000e+000,7.261291318135e+000
7.309100000000e+000,7.261650385509e+000
7.313600000000e+000,7.262008917113e+000
7.331300000000e+000,7.262366881598e+000
7.331400000000e+000,7.262724246297e+000
7.329000000000e+000,7.263080978635e+000
7.318400000000e+000,7.263437046727e+000
7.318900000000e+000,7.263792419890e+000
7.305100000000e+000,7.264147068381e+000
7.312300000000e+000,7.264500964188e+000
7.317200000000e+000,7.264854080237e+000
7.309700000000e+000,7.265206391938e+000
7.304800000000e+000,7.265557878642e+000
7.314100000000e+000,7.265908523469e+000
7.324100000000e+000,7.266258313291e+000
7.316200000000e+000,7.266607240493e+000
7.313600000000e+000,7.266955304625e+000
7.291100000000e+000,7.267302511313e+000
7.272800000000e+000,7.267648871626e+000
7.212700000000e+000,7.267994398928e+000
7.245300000000e+000,7.268339106620e+000
7.273500000000e+000,7.268683001739e+000
7.263700000000e+000,7.269026088888e+000
7.268600000000e+000,7.269368373206e+000
7.265300000000e+000,7.269709859230e+000
7.298100000000e+000,7.270050551327e+000
7.286900000000e+000,7.270390453289e+000
7.289600000000e+000,7.270729571568e+000
7.281000000000e+000,7.271067914018e+000
7.291800000000e+000,7.271405490031e+000
7.276800000000e+000,7.271742309597e+000
7.255000000000e+000,7.272078384203e+000
7.251000000000e+000,7.272413725357e+000
7.267300000000e+000,7.272748342706e+000
7.261300000000e+000,7.273082243803e+000
7.252900000000e+000,7.273415435530e+000
7.232000000000e+000,7.273747923626e+000
7.249800000000e+000,7.274079712025e+000
7.259100000000e+000,7.274410801196e+000
7.280900000000e+000,7.274741189562e+000
7.290300000000e+000,7.275070874209e+000
7.277800000000e+000,7.275399852644e+000
7.270500000000e+000,7.275728123583e+000
7.249200000000e+000,7.276055685902e+000
7.244700000000e+000,7.276382538007e+000
7.225400000000e+000,7.276708675971e+000
7.243500000000e+000,7.277034093024e+000
7.230900000000e+000,7.277358777620e+000
7.228400000000e+000,7.277682714659e+000
7.260100000000e+000,7.278005883815e+000
7.258800000000e+000,7.278328258464e+000
7.278500000000e+000,7.278649808039e+000
7.297900000000e+000,7.278970497108e+000
7.291400000000e+000,7.279290286954e+000
7.284700000000e+000,7.279609137827e+000
7.293900000000e+000,7.279927008045e+000
7.287300000000e+000,7.280243852734e+000
7.284100000000e+000,7.280559625131e+000
7.276600000000e+000,7.280874275200e+000
7.292600000000e+000,7.281187748484e+000
7.293400000000e+000,7.281499983435e+000
7.298900000000e+000,7.281810914493e+000
7.289200000000e+000,7.282120472050e+000
7.303800000000e+000,7.282428584238e+000
7.297100000000e+000,7.282735173478e+000
7.299200000000e+000,7.283040162431e+000
7.280800000000e+000,7.283343472095e+000
7.273400000000e+000,7.283645023684e+000
7.283000000000e+000,7.283944728536e+000
7.279700000000e+000,7.284242480792e+000
7.282600000000e+000,7.284538160054e+000
7.274100000000e+000,7.284831624800e+000
7.282500000000e+000,7.285122709107e+000
7.292700000000e+000,7.285411204198e+000
7.276700000000e+000,7.285696853249e+000
7.283900000000e+000,7.285979351711e+000
7.299100000000e+000,7.286258290284e+000
7.296800000000e+000,7.286533112927e+000
7.300400000000e+000,7.286803092547e+000
7.308500000000e+000,7.287067213889e+000
7.310400000000e+000,7.287323983736e+000
7.319900000000e+000,7.287571156737e+000
7.320200000000e+000,7.287805114291e+000
7.309000000000e+000,7.288020869416e+000
7.301100000000e+000,7.288215147776e+000
7.310300000000e+000,7.288388670242e+000
7.299900000000e+000,7.288543943730e+000
7.289100000000e+000,7.288684445397e+000
7.296100000000e+000,7.288812680732e+000
7.281000000000e+000,7.288930212055e+000
7.279100000000e+000,7.289038281738e+000
7.258300000000e+000,7.289137654034e+000
7.266000000000e+000,7.289228787715e+000
7.271100000000e+000,7.289311645884e+000
7.271500000000e+000,7.289385835260e+000
7.281100000000e+000,7.289450598910e+000
7.288200000000e+000,7.289504618623e+000
7.299300000000e+000,7.289545851543e+000
7.301700000000e+000,7.289571178594e+000
7.295000000000e+000,7.289576313784e+000
7.286400000000e+000,7.289555731114e+000
7.294300000000e+000,7.289501186601e+000
7.307600000000e+000,7.289393536027e+000
7.302800000000e+000,7.289169710485e+000
7.299700000000e+000,7.288679494461e+000
7.310600000000e+000,7.287965169985e+000
7.307700000000e+000,7.287128208899e+000
7.312900000000e+000,7.286230013729e+000
7.312000000000e+000,7.285298617767e+000
7.317200000000e+000,7.284347867708e+000
7.318700000000e+000,7.283384339030e+000
7.317500000000e+000,7.282411578431e+000
7.322600000000e+000,7.281431823027e+000
7.319800000000e+000,7.280446624781e+000
7.314900000000e+000,7.279457114874e+000
7.324900000000e+000,7.278464122420e+000
7.327000000000e+000,7.277468258004e+000
7.317900000000e+000,7.276469989571e+000
7.308000000000e+000,7.275469682817e+000
7.314900000000e+000,7.274467623999e+000
7.309500000000e+000,7.273464038463e+000
7.306000000000e+000,7.272459109619e+000
7.301100000000e+000,7.271452987988e+000
7.303100000000e+000,7.270445798509e+000
7.300400000000e+000,7.269437645773e+000
7.290200000000e+000,7.268428618899e+000
7.275500000000e+000,7.267418794483e+000
7.286100000000e+000,7.266408238277e+000
7.280200000000e+000,7.265397006418e+000
7.278700000000e+000,7.264385148205e+000
7.278400000000e+000,7.263372707072e+000
7.271700000000e+000,7.262359721623e+000
7.263500000000e+000,7.261346226484e+000
7.263000000000e+000,7.260332252733e+000
7.285000000000e+000,7.259317828253e+000
7.270000000000e+000,7.258302978271e+000
7.269800000000e+000,7.257287726365e+000
7.263000000000e+000,7.256272094317e+000
7.268400000000e+000,7.255256102376e+000
7.269800000000e+000,7.254239769367e+000
7.250600000000e+000,7.253223112995e+000
7.245700000000e+000,7.252206150033e+000
7.234900000000e+000,7.251188896176e+000
7.218600000000e+000,7.250171366142e+000
7.192800000000e+000,7.249153573682e+000
7.225600000000e+000,7.248135531496e+000
7.225900000000e+000,7.247117250994e+000
7.207800000000e+000,7.246098742811e+000
7.202000000000e+000,7.245080016865e+000
7.236200000000e+000,7.244061082172e+000
7.242000000000e+000,7.243041946810e+000
7.241200000000e+000,7.242022618439e+000
7.242900000000e+000,7.241003104415e+000
7.218800000000e+000,7.239983411792e+000
7.218500000000e+000,7.238963547351e+000
7.229500000000e+000,7.237943517364e+000
7.243300000000e+000,7.236923327687e+000
7.265000000000e+000,7.235902983982e+000
7.259300000000e+000,7.234882491923e+000
7.264300000000e+000,7.233861857379e+000
7.263100000000e+000,7.232841086424e+000
7.267000000000e+000,7.231820185389e+000
7.266700000000e+000,7.230799160884e+000
